Date,spec,label,sector_col,exclude_psu,n_stocks,n_sectors,n_named_groups,n_non_independent_stocks,sector_r2,sector_resid_ss,group_r2,perm_mean_group_r2,perm95_group_r2,perm_pvalue,group_r2_gap_vs_null
2015-01-09,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.3583636297920856,0.193337572372675,0.04649353222920024,0.04530603274850386,0.09218402447220186,0.3986013986013986,0.0011874994806963801
2015-01-16,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.5186805047747336,0.19540272748054385,0.05133051676775112,0.04561383058635814,0.08615012903432137,0.34965034965034963,0.005716686181392983
2015-01-23,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.19852363985102306,0.2775652117208374,0.08437628609613698,0.04498714362073749,0.0951781351511888,0.08591408591408592,0.03938914247539949
2015-01-30,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.19183310084913396,0.4048214592130712,0.05698835145204651,0.04256889739903159,0.09724513609061879,0.21678321678321677,0.014419454053014924
2015-02-06,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.3891009656478739,0.26991935916469595,0.028903295081965014,0.043531846457231446,0.08356471406796946,0.7112887112887113,-0.014628551375266433
2015-02-13,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.2446969983428411,0.31285332538556254,0.04101596121235155,0.044600693714861805,0.09472655577633242,0.46153846153846156,-0.003584732502510256
2015-02-20,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.2380865863495779,0.2659376301790468,0.036874199323476936,0.045333694945932264,0.1120740376910836,0.4975024975024975,-0.008459495622455328
2015-02-27,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.2575681293270995,0.14859931968632,0.04590463878361755,0.045349017956254976,0.09315091849906759,0.4175824175824176,0.000555620827362574
2015-03-06,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.2894743294570834,0.2660593423782888,0.027085884652667067,0.045669603065793055,0.08961943055239567,0.7932067932067932,-0.018583718413125987
2015-03-13,coarse_all,Coarse | With PSU,Sector_Coarse,False,172,31,8,55,0.42104130270171025,0.21864588670126428,0.06602220741942774,0.04410999703539463,0.08496417565135266,0.15384615384615385,0.021912210384033112
