spec,label,sector_col,exclude_psu,weeks_total,weeks_with_group_r2,avg_n_stocks,avg_sector_r2,avg_group_r2,avg_group_gap_vs_null,share_weeks_above_perm95,mean_2015_2019,mean_2020_2025,mean_2015_2017,mean_2018_2021,mean_2022_2025,trend_slope_per_year,trend_pvalue,trend_tstat,newey_west_lags,diff_2020_2025_minus_2015_2019
coarse_all,Coarse | With PSU,Sector_Coarse,False,573,573,188.6457242582897,0.2554442550876558,0.06523928871772341,0.026516214319947554,0.2513089005235602,0.061094758883331116,0.06868202915523777,0.0633010737891523,0.06572754219057722,0.0662023490688323,0.000687562813397445,0.3664670482161396,0.9031108837122902,6,0.007587270271906657
coarse_ex_psu,Coarse | Ex PSU,Sector_Coarse,True,573,573,156.13787085514835,0.27795908853789913,0.05980613907848154,0.018602766963870535,0.16055846422338568,0.057858778548574706,0.06142375485412299,0.060886414303435575,0.06053895137179513,0.0582595972304269,-9.679251312573554e-05,0.8966081114660996,-0.12994731272907326,6,0.0035649763055482855
fine_all,Fine | With PSU,Sector_Fine,False,573,573,188.6457242582897,0.4627648775713407,0.064070778276389,0.0253043328108138,0.2198952879581152,0.0742466694414819,0.055617961334139314,0.06647576913402307,0.07139713239530435,0.054905458157907164,-0.0016033487004226627,0.024022310451278575,-2.2567722358799913,6,-0.01862870810734258
fine_ex_psu,Fine | Ex PSU,Sector_Fine,True,573,573,156.13787085514835,0.48930268646269987,0.05770457679207197,0.016458099841063382,0.13612565445026178,0.07189147730684455,0.045919930997053215,0.06203951740613683,0.06706302936672273,0.045049926196417525,-0.002432715549569556,0.00021507083777712115,-3.7006229558090826,6,-0.02597154630979133
