Month_End,Ticker,In_Nifty200
2018-05-31,TV18BRDCST,True
2018-05-31,TVSMOTOR,True
2018-05-31,UBL,True
2018-05-31,ULTRACEMCO,True
2018-05-31,UNIONBANK,True
2018-05-31,UPL,True
2018-05-31,VAKRANGEE,True
2018-05-31,VEDL,True
2018-05-31,VGUARD,True
2018-05-31,VOLTAS,True
2018-05-31,WIPRO,True
2018-05-31,WOCKPHARMA,True
2018-05-31,YESBANK,True
2018-05-31,ZEEL,True
2018-06-30,ABB,True
2018-06-30,ABCAPITAL,True
2018-06-30,ABFRL,True
2018-06-30,ADANIPOWER,True
2018-06-30,AIAENG,True
2018-06-30,AMBUJACEM,True
2018-06-30,APOLLOHOSP,True
2018-06-30,APOLLOTYRE,True
2018-06-30,ASIANPAINT,True
2018-06-30,AUBANK,True
2018-06-30,AUROPHARMA,True
2018-06-30,AXISBANK,True
2018-06-30,BAJAJ-AUTO,True
2018-06-30,BAJAJFINSV,True
2018-06-30,BAJFINANCE,True
2018-06-30,BALKRISIND,True
2018-06-30,BANKBARODA,True
2018-06-30,BANKINDIA,True
2018-06-30,BATAINDIA,True
2018-06-30,BEL,True
2018-06-30,BERGEPAINT,True
2018-06-30,BHARATFIN,True
2018-06-30,BHARATFORG,True
2018-06-30,BHEL,True
2018-06-30,BIOCON,True
2018-06-30,BOSCHLTD,True
2018-06-30,BPCL,True
2018-06-30,CANBK,True
2018-06-30,CASTROLIND,True
2018-06-30,CENTRALBK,True
2018-06-30,CHOLAFIN,True
2018-06-30,CIPLA,True
2018-06-30,COALINDIA,True
2018-06-30,COLPAL,True
2018-06-30,CONCOR,True
2018-06-30,COROMANDEL,True
2018-06-30,CROMPTON,True
2018-06-30,CUMMINSIND,True
2018-06-30,DABUR,True
2018-06-30,DBL,True
2018-06-30,DISHTV,True
2018-06-30,DIVISLAB,True
2018-06-30,DLF,True
2018-06-30,DMART,True
2018-06-30,DRREDDY,True
2018-06-30,EDELWEISS,True
2018-06-30,EICHERMOT,True
2018-06-30,EMAMILTD,True
2018-06-30,ENDURANCE,True
2018-06-30,ENGINERSIN,True
2018-06-30,EXIDEIND,True
2018-06-30,FCONSUMER,True
2018-06-30,FEDERALBNK,True
2018-06-30,GICRE,True
2018-06-30,GLENMARK,True
2018-06-30,GODREJAGRO,True
2018-06-30,GODREJCP,True
2018-06-30,GODREJIND,True
2018-06-30,GRASIM,True
2018-06-30,GRUH,True
2018-06-30,GSPL,True
2018-06-30,HAVELLS,True
2018-06-30,HCLTECH,True
2018-06-30,HDFC,True
2018-06-30,HDFCBANK,True
2018-06-30,HEROMOTOCO,True
2018-06-30,HEXAWARE,True
2018-06-30,HINDALCO,True
2018-06-30,HINDPETRO,True
2018-06-30,HINDZINC,True
2018-06-30,HUDCO,True
2018-06-30,ICICIBANK,True
2018-06-30,ICICIGI,True
2018-06-30,IDEA,True
2018-06-30,IDFC,True
2018-06-30,IGL,True
2018-06-30,INDIANB,True
2018-06-30,INDIGO,True
2018-06-30,INDUSINDBK,True
2018-06-30,INFY,True
2018-06-30,IOC,True
2018-06-30,IRB,True
2018-06-30,ITC,True
2018-06-30,JINDALSTEL,True
2018-06-30,JSWENERGY,True
2018-06-30,JSWSTEEL,True
2018-06-30,JUBLFOOD,True
2018-06-30,KARURVYSYA,True
2018-06-30,KOTAKBANK,True
2018-06-30,LICHSGFIN,True
2018-06-30,LT,True
2018-06-30,LUPIN,True
2018-06-30,MARICO,True
2018-06-30,MARUTI,True
2018-06-30,MFSL,True
2018-06-30,MGL,True
2018-06-30,MINDTREE,True
2018-06-30,MPHASIS,True
2018-06-30,MRF,True
2018-06-30,MRPL,True
2018-06-30,NATCOPHARM,True
2018-06-30,NATIONALUM,True
2018-06-30,NAUKRI,True
2018-06-30,NBCC,True
2018-06-30,NHPC,True
2018-06-30,NMDC,True
2018-06-30,NTPC,True
2018-06-30,OBEROIRLTY,True
2018-06-30,OIL,True
2018-06-30,ONGC,True
2018-06-30,PCJEWELLER,True
2018-06-30,PEL,True
2018-06-30,PETRONET,True
2018-06-30,PFC,True
2018-06-30,PGHH,True
2018-06-30,PIDILITIND,True
2018-06-30,PIIND,True
2018-06-30,PNB,True
2018-06-30,PNBHOUSING,True
2018-06-30,POWERGRID,True
2018-06-30,PRESTIGE,True
2018-06-30,RAJESHEXPO,True
2018-06-30,RAMCOCEM,True
2018-06-30,RBLBANK,True
2018-06-30,RECLTD,True
2018-06-30,RELCAPITAL,True
2018-06-30,RELIANCE,True
2018-06-30,RPOWER,True
2018-06-30,SAIL,True
2018-06-30,SBILIFE,True
2018-06-30,SBIN,True
2018-06-30,SHREECEM,True
2018-06-30,SIEMENS,True
2018-06-30,SPARC,True
2018-06-30,SRF,True
2018-06-30,SUNTV,True
2018-06-30,SUZLON,True
2018-06-30,SYNGENE,True
2018-06-30,TATACHEM,True
2018-06-30,TATACOMM,True
2018-06-30,TCS,True
2018-06-30,TECHM,True
2018-06-30,TITAN,True
2018-06-30,TORNTPHARM,True
2018-06-30,TORNTPOWER,True
2018-06-30,TV18BRDCST,True
2018-06-30,TVSMOTOR,True
2018-06-30,UBL,True
2018-06-30,ULTRACEMCO,True
2018-06-30,UNIONBANK,True
2018-06-30,UPL,True
2018-06-30,VAKRANGEE,True
2018-06-30,VEDL,True
2018-06-30,VGUARD,True
2018-06-30,VOLTAS,True
2018-06-30,WIPRO,True
2018-06-30,WOCKPHARMA,True
2018-06-30,YESBANK,True
2018-06-30,ZEEL,True
2018-07-31,ABB,True
2018-07-31,ABCAPITAL,True
2018-07-31,ABFRL,True
2018-07-31,ADANIPOWER,True
2018-07-31,AIAENG,True
2018-07-31,AMBUJACEM,True
2018-07-31,APOLLOHOSP,True
2018-07-31,APOLLOTYRE,True
2018-07-31,ASIANPAINT,True
2018-07-31,AUBANK,True
2018-07-31,AUROPHARMA,True
2018-07-31,AXISBANK,True
2018-07-31,BAJAJ-AUTO,True
2018-07-31,BAJAJFINSV,True
2018-07-31,BAJFINANCE,True
2018-07-31,BALKRISIND,True
2018-07-31,BANKBARODA,True
2018-07-31,BANKINDIA,True
2018-07-31,BATAINDIA,True
2018-07-31,BEL,True
2018-07-31,BERGEPAINT,True
2018-07-31,BHARATFIN,True
2018-07-31,BHARATFORG,True
2018-07-31,BHEL,True
2018-07-31,BIOCON,True
2018-07-31,BOSCHLTD,True
2018-07-31,BPCL,True
2018-07-31,CANBK,True
2018-07-31,CASTROLIND,True
2018-07-31,CENTRALBK,True
2018-07-31,CHOLAFIN,True
2018-07-31,CIPLA,True
2018-07-31,COALINDIA,True
2018-07-31,COLPAL,True
2018-07-31,CONCOR,True
2018-07-31,COROMANDEL,True
2018-07-31,CROMPTON,True
2018-07-31,CUMMINSIND,True
2018-07-31,DABUR,True
2018-07-31,DBL,True
2018-07-31,DISHTV,True
2018-07-31,DIVISLAB,True
2018-07-31,DLF,True
2018-07-31,DMART,True
2018-07-31,DRREDDY,True
2018-07-31,EDELWEISS,True
2018-07-31,EICHERMOT,True
2018-07-31,EMAMILTD,True
2018-07-31,ENDURANCE,True
2018-07-31,ENGINERSIN,True
2018-07-31,EXIDEIND,True
2018-07-31,FCONSUMER,True
2018-07-31,FEDERALBNK,True
2018-07-31,FRETAIL,True
2018-07-31,GICRE,True
2018-07-31,GLENMARK,True
2018-07-31,GODREJAGRO,True
2018-07-31,GODREJCP,True
2018-07-31,GODREJIND,True
2018-07-31,GRASIM,True
2018-07-31,GRUH,True
2018-07-31,GSPL,True
2018-07-31,HAVELLS,True
2018-07-31,HCLTECH,True
2018-07-31,HDFC,True
2018-07-31,HDFCBANK,True
2018-07-31,HEROMOTOCO,True
2018-07-31,HEXAWARE,True
2018-07-31,HINDALCO,True
2018-07-31,HINDPETRO,True
2018-07-31,HINDZINC,True
2018-07-31,HUDCO,True
2018-07-31,ICICIBANK,True
2018-07-31,ICICIGI,True
2018-07-31,IDEA,True
2018-07-31,IDFC,True
2018-07-31,IGL,True
2018-07-31,INDIANB,True
2018-07-31,INDIGO,True
2018-07-31,INDUSINDBK,True
2018-07-31,INFY,True
2018-07-31,IOC,True
2018-07-31,IRB,True
2018-07-31,ITC,True
2018-07-31,JINDALSTEL,True
2018-07-31,JSWENERGY,True
2018-07-31,JSWSTEEL,True
2018-07-31,JUBLFOOD,True
2018-07-31,KARURVYSYA,True
2018-07-31,KOTAKBANK,True
2018-07-31,LICHSGFIN,True
2018-07-31,LT,True
2018-07-31,LUPIN,True
2018-07-31,MARICO,True
2018-07-31,MARUTI,True
2018-07-31,MFSL,True
2018-07-31,MGL,True
2018-07-31,MINDTREE,True
2018-07-31,MPHASIS,True
2018-07-31,MRF,True
2018-07-31,MRPL,True
2018-07-31,NATCOPHARM,True
2018-07-31,NATIONALUM,True
2018-07-31,NAUKRI,True
2018-07-31,NBCC,True
2018-07-31,NHPC,True
2018-07-31,NMDC,True
2018-07-31,NTPC,True
2018-07-31,OBEROIRLTY,True
2018-07-31,OIL,True
2018-07-31,ONGC,True
2018-07-31,PCJEWELLER,True
2018-07-31,PEL,True
2018-07-31,PETRONET,True
2018-07-31,PFC,True
2018-07-31,PGHH,True
2018-07-31,PIDILITIND,True
2018-07-31,PIIND,True
2018-07-31,PNB,True
2018-07-31,PNBHOUSING,True
2018-07-31,POWERGRID,True
2018-07-31,PRESTIGE,True
2018-07-31,QUESS,True
2018-07-31,RAJESHEXPO,True
2018-07-31,RAMCOCEM,True
2018-07-31,RBLBANK,True
2018-07-31,RECLTD,True
2018-07-31,RELCAPITAL,True
2018-07-31,RELIANCE,True
2018-07-31,RPOWER,True
2018-07-31,SAIL,True
2018-07-31,SBILIFE,True
2018-07-31,SBIN,True
2018-07-31,SHREECEM,True
2018-07-31,SIEMENS,True
2018-07-31,SPARC,True
2018-07-31,SRF,True
2018-07-31,SUNTV,True
2018-07-31,SUZLON,True
2018-07-31,SYNGENE,True
2018-07-31,TATACHEM,True
2018-07-31,TCS,True
2018-07-31,TECHM,True
2018-07-31,TITAN,True
2018-07-31,TORNTPHARM,True
2018-07-31,TORNTPOWER,True
2018-07-31,TV18BRDCST,True
2018-07-31,TVSMOTOR,True
2018-07-31,UBL,True
2018-07-31,ULTRACEMCO,True
2018-07-31,UNIONBANK,True
2018-07-31,UPL,True
2018-07-31,VAKRANGEE,True
2018-07-31,VEDL,True
2018-07-31,VGUARD,True
2018-07-31,VOLTAS,True
2018-07-31,WIPRO,True
2018-07-31,WOCKPHARMA,True
2018-07-31,YESBANK,True
2018-07-31,ZEEL,True
2018-08-31,ABB,True
2018-08-31,ABCAPITAL,True
2018-08-31,ABFRL,True
2018-08-31,ADANIPOWER,True
2018-08-31,AIAENG,True
2018-08-31,AMBUJACEM,True
2018-08-31,APOLLOHOSP,True
2018-08-31,APOLLOTYRE,True
2018-08-31,ASIANPAINT,True
2018-08-31,AUBANK,True
2018-08-31,AUROPHARMA,True
2018-08-31,AXISBANK,True
2018-08-31,BAJAJ-AUTO,True
2018-08-31,BAJAJFINSV,True
2018-08-31,BAJFINANCE,True
2018-08-31,BALKRISIND,True
2018-08-31,BANKBARODA,True
2018-08-31,BANKINDIA,True
2018-08-31,BATAINDIA,True
2018-08-31,BEL,True
2018-08-31,BERGEPAINT,True
2018-08-31,BHARATFIN,True
2018-08-31,BHARATFORG,True
2018-08-31,BHEL,True
2018-08-31,BIOCON,True
2018-08-31,BOSCHLTD,True
2018-08-31,BPCL,True
2018-08-31,CANBK,True
2018-08-31,CASTROLIND,True
2018-08-31,CENTRALBK,True
2018-08-31,CHOLAFIN,True
2018-08-31,CIPLA,True
2018-08-31,COALINDIA,True
2018-08-31,COLPAL,True
2018-08-31,CONCOR,True
2018-08-31,COROMANDEL,True
2018-08-31,CROMPTON,True
2018-08-31,CUMMINSIND,True
2018-08-31,DABUR,True
2018-08-31,DBL,True
2018-08-31,DISHTV,True
2018-08-31,DIVISLAB,True
2018-08-31,DLF,True
2018-08-31,DMART,True
2018-08-31,DRREDDY,True
2018-08-31,EDELWEISS,True
2018-08-31,EICHERMOT,True
2018-08-31,EMAMILTD,True
2018-08-31,ENDURANCE,True
2018-08-31,ENGINERSIN,True
2018-08-31,EXIDEIND,True
2018-08-31,FCONSUMER,True
2018-08-31,FEDERALBNK,True
2018-08-31,FRETAIL,True
2018-08-31,GICRE,True
2018-08-31,GLENMARK,True
2018-08-31,GODREJAGRO,True
2018-08-31,GODREJCP,True
2018-08-31,GODREJIND,True
2018-08-31,GRASIM,True
2018-08-31,GRUH,True
2018-08-31,GSPL,True
2018-08-31,HAVELLS,True
2018-08-31,HCLTECH,True
2018-08-31,HDFC,True
2018-08-31,HDFCBANK,True
2018-08-31,HEROMOTOCO,True
2018-08-31,HEXAWARE,True
2018-08-31,HINDALCO,True
2018-08-31,HINDPETRO,True
2018-08-31,HINDZINC,True
2018-08-31,HUDCO,True
2018-08-31,ICICIBANK,True
2018-08-31,ICICIGI,True
2018-08-31,IDEA,True
2018-08-31,IDFC,True
2018-08-31,IGL,True
2018-08-31,INDIANB,True
2018-08-31,INDIGO,True
2018-08-31,INDUSINDBK,True
2018-08-31,INFY,True
2018-08-31,IOC,True
2018-08-31,IRB,True
2018-08-31,ITC,True
2018-08-31,JINDALSTEL,True
2018-08-31,JSWENERGY,True
2018-08-31,JSWSTEEL,True
2018-08-31,JUBLFOOD,True
2018-08-31,KARURVYSYA,True
2018-08-31,KOTAKBANK,True
2018-08-31,LICHSGFIN,True
2018-08-31,LT,True
2018-08-31,LUPIN,True
2018-08-31,MARICO,True
2018-08-31,MARUTI,True
2018-08-31,MFSL,True
2018-08-31,MGL,True
2018-08-31,MINDTREE,True
2018-08-31,MPHASIS,True
2018-08-31,MRF,True
2018-08-31,MRPL,True
2018-08-31,NATCOPHARM,True
2018-08-31,NATIONALUM,True
2018-08-31,NAUKRI,True
2018-08-31,NBCC,True
2018-08-31,NHPC,True
2018-08-31,NMDC,True
2018-08-31,NTPC,True
2018-08-31,OBEROIRLTY,True
2018-08-31,OIL,True
2018-08-31,ONGC,True
2018-08-31,PCJEWELLER,True
2018-08-31,PEL,True
2018-08-31,PETRONET,True
2018-08-31,PFC,True
2018-08-31,PGHH,True
2018-08-31,PIDILITIND,True
2018-08-31,PIIND,True
2018-08-31,PNB,True
2018-08-31,PNBHOUSING,True
2018-08-31,POWERGRID,True
2018-08-31,PRESTIGE,True
2018-08-31,QUESS,True
2018-08-31,RAJESHEXPO,True
2018-08-31,RAMCOCEM,True
2018-08-31,RBLBANK,True
2018-08-31,RECLTD,True
2018-08-31,RELCAPITAL,True
2018-08-31,RELIANCE,True
2018-08-31,RPOWER,True
2018-08-31,SAIL,True
2018-08-31,SBILIFE,True
2018-08-31,SBIN,True
2018-08-31,SHREECEM,True
2018-08-31,SIEMENS,True
2018-08-31,SPARC,True
2018-08-31,SRF,True
2018-08-31,SUNTV,True
2018-08-31,SUZLON,True
2018-08-31,SYNGENE,True
2018-08-31,TATACHEM,True
2018-08-31,TCS,True
2018-08-31,TECHM,True
2018-08-31,TITAN,True
2018-08-31,TORNTPHARM,True
2018-08-31,TORNTPOWER,True
2018-08-31,TV18BRDCST,True
2018-08-31,TVSMOTOR,True
2018-08-31,UBL,True
2018-08-31,ULTRACEMCO,True
2018-08-31,UNIONBANK,True
2018-08-31,UPL,True
2018-08-31,VAKRANGEE,True
2018-08-31,VEDL,True
2018-08-31,VGUARD,True
2018-08-31,VOLTAS,True
2018-08-31,WIPRO,True
2018-08-31,WOCKPHARMA,True
2018-08-31,YESBANK,True
2018-08-31,ZEEL,True
2018-09-30,ABB,True
2018-09-30,ABCAPITAL,True
2018-09-30,ABFRL,True
2018-09-30,ADANIPOWER,True
2018-09-30,AIAENG,True
2018-09-30,AMBUJACEM,True
2018-09-30,APOLLOHOSP,True
2018-09-30,APOLLOTYRE,True
2018-09-30,ASIANPAINT,True
2018-09-30,AUBANK,True
2018-09-30,AUROPHARMA,True
2018-09-30,AXISBANK,True
2018-09-30,BAJAJ-AUTO,True
2018-09-30,BAJAJFINSV,True
2018-09-30,BAJFINANCE,True
2018-09-30,BALKRISIND,True
2018-09-30,BANKBARODA,True
2018-09-30,BANKINDIA,True
2018-09-30,BATAINDIA,True
2018-09-30,BEL,True
2018-09-30,BERGEPAINT,True
2018-09-30,BHARATFIN,True
2018-09-30,BHARATFORG,True
2018-09-30,BHEL,True
2018-09-30,BIOCON,True
2018-09-30,BOSCHLTD,True
2018-09-30,BPCL,True
2018-09-30,CANBK,True
2018-09-30,CASTROLIND,True
2018-09-30,CENTRALBK,True
2018-09-30,CHOLAFIN,True
2018-09-30,CIPLA,True
2018-09-30,COALINDIA,True
2018-09-30,COLPAL,True
2018-09-30,CONCOR,True
2018-09-30,COROMANDEL,True
2018-09-30,CROMPTON,True
2018-09-30,CUMMINSIND,True
2018-09-30,DABUR,True
2018-09-30,DBL,True
2018-09-30,DISHTV,True
2018-09-30,DIVISLAB,True
2018-09-30,DLF,True
2018-09-30,DMART,True
2018-09-30,DRREDDY,True
2018-09-30,EDELWEISS,True
2018-09-30,EICHERMOT,True
2018-09-30,EMAMILTD,True
2018-09-30,ENDURANCE,True
2018-09-30,ENGINERSIN,True
2018-09-30,EXIDEIND,True
2018-09-30,FCONSUMER,True
2018-09-30,FEDERALBNK,True
2018-09-30,FRETAIL,True
2018-09-30,GICRE,True
2018-09-30,GLENMARK,True
2018-09-30,GODREJAGRO,True
2018-09-30,GODREJCP,True
2018-09-30,GODREJIND,True
2018-09-30,GRASIM,True
2018-09-30,GRUH,True
2018-09-30,GSPL,True
2018-09-30,HAVELLS,True
2018-09-30,HCLTECH,True
2018-09-30,HDFC,True
2018-09-30,HDFCBANK,True
2018-09-30,HEROMOTOCO,True
2018-09-30,HEXAWARE,True
2018-09-30,HINDALCO,True
2018-09-30,HINDPETRO,True
2018-09-30,HINDZINC,True
2018-09-30,HUDCO,True
2018-09-30,ICICIBANK,True
2018-09-30,ICICIGI,True
2018-09-30,IDEA,True
2018-09-30,IDFC,True
2018-09-30,IGL,True
2018-09-30,INDIANB,True
2018-09-30,INDIGO,True
2018-09-30,INDUSINDBK,True
2018-09-30,INFY,True
2018-09-30,IOC,True
2018-09-30,IRB,True
2018-09-30,ITC,True
2018-09-30,JINDALSTEL,True
2018-09-30,JSWENERGY,True
2018-09-30,JSWSTEEL,True
2018-09-30,JUBLFOOD,True
2018-09-30,KARURVYSYA,True
2018-09-30,KOTAKBANK,True
2018-09-30,LICHSGFIN,True
2018-09-30,LT,True
2018-09-30,LUPIN,True
2018-09-30,MARICO,True
2018-09-30,MARUTI,True
2018-09-30,MFSL,True
2018-09-30,MGL,True
2018-09-30,MINDTREE,True
2018-09-30,MPHASIS,True
2018-09-30,MRF,True
2018-09-30,MRPL,True
2018-09-30,NATCOPHARM,True
2018-09-30,NATIONALUM,True
2018-09-30,NAUKRI,True
2018-09-30,NBCC,True
2018-09-30,NHPC,True
2018-09-30,NMDC,True
2018-09-30,NTPC,True
2018-09-30,OBEROIRLTY,True
2018-09-30,OIL,True
2018-09-30,ONGC,True
2018-09-30,PCJEWELLER,True
2018-09-30,PEL,True
2018-09-30,PETRONET,True
2018-09-30,PFC,True
2018-09-30,PGHH,True
2018-09-30,PIDILITIND,True
2018-09-30,PIIND,True
2018-09-30,PNB,True
2018-09-30,PNBHOUSING,True
2018-09-30,POWERGRID,True
2018-09-30,PRESTIGE,True
2018-09-30,QUESS,True
2018-09-30,RAJESHEXPO,True
2018-09-30,RAMCOCEM,True
2018-09-30,RBLBANK,True
2018-09-30,RECLTD,True
2018-09-30,RELCAPITAL,True
2018-09-30,RELIANCE,True
2018-09-30,RPOWER,True
2018-09-30,SAIL,True
2018-09-30,SBILIFE,True
2018-09-30,SBIN,True
2018-09-30,SHREECEM,True
2018-09-30,SIEMENS,True
2018-09-30,SPARC,True
2018-09-30,SRF,True
2018-09-30,SUNTV,True
2018-09-30,SUZLON,True
2018-09-30,SYNGENE,True
2018-09-30,TATACHEM,True
2018-09-30,TCS,True
2018-09-30,TECHM,True
2018-09-30,TITAN,True
2018-09-30,TORNTPHARM,True
2018-09-30,TORNTPOWER,True
2018-09-30,TV18BRDCST,True
2018-09-30,TVSMOTOR,True
2018-09-30,UBL,True
2018-09-30,ULTRACEMCO,True
2018-09-30,UNIONBANK,True
2018-09-30,UPL,True
2018-09-30,VAKRANGEE,True
2018-09-30,VEDL,True
2018-09-30,VGUARD,True
2018-09-30,VOLTAS,True
2018-09-30,WIPRO,True
2018-09-30,WOCKPHARMA,True
2018-09-30,YESBANK,True
2018-09-30,ZEEL,True
2018-10-31,ABB,True
2018-10-31,ABCAPITAL,True
2018-10-31,ABFRL,True
2018-10-31,ADANIPOWER,True
2018-10-31,AMBUJACEM,True
2018-10-31,APOLLOHOSP,True
2018-10-31,APOLLOTYRE,True
2018-10-31,ASIANPAINT,True
2018-10-31,AUBANK,True
2018-10-31,AUROPHARMA,True
2018-10-31,AVANTIFEED,True
2018-10-31,AXISBANK,True
2018-10-31,BAJAJ-AUTO,True
2018-10-31,BAJAJFINSV,True
2018-10-31,BAJFINANCE,True
2018-10-31,BALKRISIND,True
2018-10-31,BANDHANBNK,True
2018-10-31,BANKBARODA,True
2018-10-31,BANKINDIA,True
2018-10-31,BATAINDIA,True
2018-10-31,BEL,True
2018-10-31,BERGEPAINT,True
2018-10-31,BHARATFIN,True
2018-10-31,BHARATFORG,True
2018-10-31,BHEL,True
2018-10-31,BIOCON,True
2018-10-31,BOSCHLTD,True
2018-10-31,BPCL,True
2018-10-31,CANBK,True
2018-10-31,CASTROLIND,True
2018-10-31,CENTRALBK,True
2018-10-31,CHOLAFIN,True
2018-10-31,CIPLA,True
2018-10-31,COALINDIA,True
2018-10-31,COLPAL,True
2018-10-31,CONCOR,True
2018-10-31,COROMANDEL,True
2018-10-31,CROMPTON,True
2018-10-31,CUMMINSIND,True
2018-10-31,DABUR,True
2018-10-31,DBL,True
2018-10-31,DISHTV,True
2018-10-31,DIVISLAB,True
2018-10-31,DLF,True
2018-10-31,DMART,True
2018-10-31,DRREDDY,True
2018-10-31,EDELWEISS,True
2018-10-31,EICHERMOT,True
2018-10-31,ENDURANCE,True
2018-10-31,ENGINERSIN,True
2018-10-31,ESCORTS,True
2018-10-31,EXIDEIND,True
2018-10-31,FCONSUMER,True
2018-10-31,FEDERALBNK,True
2018-10-31,FRETAIL,True
2018-10-31,GICRE,True
2018-10-31,GLENMARK,True
2018-10-31,GODREJAGRO,True
2018-10-31,GODREJCP,True
2018-10-31,GODREJIND,True
2018-10-31,GRAPHITE,True
2018-10-31,GRASIM,True
2018-10-31,GRUH,True
2018-10-31,GSPL,True
2018-10-31,HCLTECH,True
2018-10-31,HDFC,True
2018-10-31,HDFCBANK,True
2018-10-31,HDFCLIFE,True
2018-10-31,HEG,True
2018-10-31,HEROMOTOCO,True
2018-10-31,HEXAWARE,True
2018-10-31,HINDALCO,True
2018-10-31,HINDPETRO,True
2018-10-31,HINDZINC,True
2018-10-31,HUDCO,True
2018-10-31,ICICIBANK,True
2018-10-31,ICICIGI,True
2018-10-31,IDEA,True
2018-10-31,IGL,True
2018-10-31,INDIANB,True
2018-10-31,INDIGO,True
2018-10-31,INDUSINDBK,True
2018-10-31,INFY,True
2018-10-31,IOC,True
2018-10-31,ITC,True
2018-10-31,JINDALSTEL,True
2018-10-31,JSWENERGY,True
2018-10-31,JSWSTEEL,True
2018-10-31,JUBLFOOD,True
2018-10-31,KOTAKBANK,True
2018-10-31,LICHSGFIN,True
2018-10-31,LT,True
2018-10-31,LUPIN,True
2018-10-31,MARICO,True
2018-10-31,MARUTI,True
2018-10-31,MFSL,True
2018-10-31,MGL,True
2018-10-31,MINDTREE,True
2018-10-31,MPHASIS,True
2018-10-31,MRF,True
2018-10-31,MRPL,True
2018-10-31,NATCOPHARM,True
2018-10-31,NATIONALUM,True
2018-10-31,NAUKRI,True
2018-10-31,NBCC,True
2018-10-31,NHPC,True
2018-10-31,NIACL,True
2018-10-31,NMDC,True
2018-10-31,NTPC,True
2018-10-31,OBEROIRLTY,True
2018-10-31,OIL,True
2018-10-31,ONGC,True
2018-10-31,PCJEWELLER,True
2018-10-31,PEL,True
2018-10-31,PETRONET,True
2018-10-31,PFC,True
2018-10-31,PGHH,True
2018-10-31,PIDILITIND,True
2018-10-31,PIIND,True
2018-10-31,PNB,True
2018-10-31,PNBHOUSING,True
2018-10-31,POWERGRID,True
2018-10-31,PRESTIGE,True
2018-10-31,QUESS,True
2018-10-31,RAJESHEXPO,True
2018-10-31,RAMCOCEM,True
2018-10-31,RBLBANK,True
2018-10-31,RECLTD,True
2018-10-31,RELCAPITAL,True
2018-10-31,RELIANCE,True
2018-10-31,RPOWER,True
2018-10-31,SAIL,True
2018-10-31,SBILIFE,True
2018-10-31,SBIN,True
2018-10-31,SHREECEM,True
2018-10-31,SIEMENS,True
2018-10-31,SPARC,True
2018-10-31,SRF,True
2018-10-31,SUNTV,True
2018-10-31,SYNGENE,True
2018-10-31,TATACHEM,True
2018-10-31,TCS,True
2018-10-31,TECHM,True
2018-10-31,TITAN,True
2018-10-31,TORNTPHARM,True
2018-10-31,TORNTPOWER,True
2018-10-31,TV18BRDCST,True
2018-10-31,TVSMOTOR,True
2018-10-31,UBL,True
2018-10-31,ULTRACEMCO,True
2018-10-31,UNIONBANK,True
2018-10-31,UPL,True
2018-10-31,VAKRANGEE,True
2018-10-31,VEDL,True
2018-10-31,VGUARD,True
2018-10-31,VOLTAS,True
2018-10-31,WIPRO,True
2018-10-31,YESBANK,True
2018-10-31,ZEEL,True
2018-11-30,ABB,True
2018-11-30,ABCAPITAL,True
2018-11-30,ABFRL,True
2018-11-30,ADANIPOWER,True
2018-11-30,AMBUJACEM,True
2018-11-30,APOLLOHOSP,True
2018-11-30,APOLLOTYRE,True
2018-11-30,ASIANPAINT,True
2018-11-30,AUBANK,True
2018-11-30,AUROPHARMA,True
2018-11-30,AVANTIFEED,True
2018-11-30,AXISBANK,True
2018-11-30,BAJAJ-AUTO,True
2018-11-30,BAJAJFINSV,True
2018-11-30,BAJFINANCE,True
2018-11-30,BALKRISIND,True
2018-11-30,BANDHANBNK,True
2018-11-30,BANKBARODA,True
2018-11-30,BANKINDIA,True
2018-11-30,BATAINDIA,True
2018-11-30,BEL,True
2018-11-30,BERGEPAINT,True
2018-11-30,BHARATFIN,True
2018-11-30,BHARATFORG,True
2018-11-30,BHEL,True
2018-11-30,BIOCON,True
2018-11-30,BOSCHLTD,True
2018-11-30,BPCL,True
2018-11-30,CANBK,True
2018-11-30,CASTROLIND,True
2018-11-30,CENTRALBK,True
2018-11-30,CHOLAFIN,True
2018-11-30,CIPLA,True
2018-11-30,COALINDIA,True
2018-11-30,COLPAL,True
2018-11-30,CONCOR,True
2018-11-30,COROMANDEL,True
2018-11-30,CROMPTON,True
2018-11-30,CUMMINSIND,True
2018-11-30,DABUR,True
2018-11-30,DBL,True
2018-11-30,DISHTV,True
2018-11-30,DIVISLAB,True
2018-11-30,DLF,True
2018-11-30,DMART,True
2018-11-30,DRREDDY,True
2018-11-30,EDELWEISS,True
2018-11-30,EICHERMOT,True
2018-11-30,ENDURANCE,True
2018-11-30,ENGINERSIN,True
2018-11-30,ESCORTS,True
2018-11-30,EXIDEIND,True
2018-11-30,FCONSUMER,True
2018-11-30,FEDERALBNK,True
2018-11-30,FRETAIL,True
2018-11-30,GICRE,True
2018-11-30,GLENMARK,True
2018-11-30,GODREJAGRO,True
2018-11-30,GODREJCP,True
2018-11-30,GODREJIND,True
2018-11-30,GRAPHITE,True
2018-11-30,GRASIM,True
2018-11-30,GRUH,True
2018-11-30,GSPL,True
2018-11-30,HCLTECH,True
2018-11-30,HDFC,True
2018-11-30,HDFCBANK,True
2018-11-30,HDFCLIFE,True
