Ticker,Quarter_End,Promoter_Group,Dominant_Promoter_Entity,Dominant_Promoter_Shares
AMBUJACEM,2022-12-31,Adani,Endeavour Trade And Investment Limited,702402.0
AMBUJACEM,2023-03-31,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2023-06-30,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2023-09-30,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2023-12-31,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2024-03-28,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2024-03-31,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2024-04-17,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2024-06-30,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2024-09-30,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2024-12-31,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2025-03-31,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2025-06-30,Adani,Endeavour Trade And Investment Limited,702442.0
AMBUJACEM,2025-09-30,Adani,ADANI ENTERPRISES LIMITED,8700000.0
AMBUJACEM,2025-12-31,Adani,ADANI ENTERPRISES LIMITED,8700000.0
AMTEKAUTO,2014-03-31,Independent,,0.0
AMTEKAUTO,2014-06-30,Independent,,0.0
AMTEKAUTO,2014-09-30,Independent,,0.0
AMTEKAUTO,2014-12-31,Independent,,0.0
AMTEKAUTO,2015-03-31,Independent,,0.0
AMTEKAUTO,2015-06-30,Independent,,0.0
AMTEKAUTO,2015-09-30,Independent,,0.0
AMTEKAUTO,2015-12-31,Independent,Forbes Builders Pvt Ltd,17859895.0
AMTEKAUTO,2016-03-31,Independent,BODY CORPORATE,109552910.0
AMTEKAUTO,2016-06-30,Independent,BODY CORPORATE,103783679.0
AMTEKAUTO,2016-09-30,Independent,BODY CORPORATE,103783679.0
AMTEKAUTO,2016-12-31,Independent,Body Corporate,103783679.0
AMTEKAUTO,2017-03-31,Independent,Body Corporate,127283679.0
AMTEKAUTO,2017-06-30,Independent,Body Corporate,127283679.0
AMTEKAUTO,2017-09-30,Independent,Body Corporate,127283679.0
AMTEKAUTO,2017-12-31,Independent,Body Corporate,127283679.0
AMTEKAUTO,2018-03-31,Independent,AMTEK LABORATORIES LTD,28240895.0
AMTEKAUTO,2018-06-30,Independent,AMTEK LABORATORIES LTD,28240895.0
AMTEKAUTO,2018-09-30,Independent,AMTEK LABORATORIES LTD,28240895.0
AMTEKAUTO,2018-12-31,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2019-03-31,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2019-06-30,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2019-09-30,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2019-12-31,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2020-03-31,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2020-06-30,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2020-09-30,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2020-12-31,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2021-03-31,Independent,Amtek Laboratories Limited,28240895.0
AMTEKAUTO,2021-06-30,Independent,Amtek Laboratories Limited,28240895.0
ANDHRABANK,2014-03-31,Independent,,0.0
ANDHRABANK,2014-06-30,Independent,,0.0
ANDHRABANK,2014-09-30,Independent,,0.0
ANDHRABANK,2014-12-31,Independent,,0.0
ANDHRABANK,2015-03-31,Independent,,0.0
ANDHRABANK,2015-06-30,Independent,,0.0
ANDHRABANK,2015-09-30,Independent,,0.0
ANDHRABANK,2016-03-31,GOI_PSU,Central Government/ State Government(s),417310282.0
ANDHRABANK,2016-06-30,GOI_PSU,Central Government/ State Government(s),417310282.0
ANDHRABANK,2016-09-30,GOI_PSU,Central Government/ State Government(s),417310282.0
ANDHRABANK,2016-12-31,GOI_PSU,Central Government/ State Government(s),417310282.0
ANDHRABANK,2017-03-31,GOI_PSU,Central Government/ State Government(s),417310282.0
ANDHRABANK,2017-06-30,GOI_PSU,Central Government/ State Government(s),417310282.0
ANDHRABANK,2017-08-05,GOI_PSU,Central Government/ State Government(s),608947912.0
ANDHRABANK,2017-09-30,GOI_PSU,Central Government/ State Government(s),608947912.0
ANDHRABANK,2017-12-31,GOI_PSU,Central Government/ State Government(s),608947912.0
ANDHRABANK,2018-03-28,GOI_PSU,Central Government/ State Government(s),934978617.0
ANDHRABANK,2018-03-31,GOI_PSU,Central Government/ State Government(s),934978617.0
ANDHRABANK,2018-06-30,GOI_PSU,Central Government/ State Government(s),934978617.0
ANDHRABANK,2018-09-30,GOI_PSU,Central Government/ State Government(s),934978617.0
ANDHRABANK,2018-10-11,GOI_PSU,Central Government/ State Government(s),1474962569.0
ANDHRABANK,2018-12-31,GOI_PSU,Central Government/ State Government(s),1474962569.0
ANDHRABANK,2019-03-28,GOI_PSU,Central Government/ State Government(s),2620634630.0
ANDHRABANK,2019-03-31,GOI_PSU,Central Government/ State Government(s),2620634630.0
ANDHRABANK,2019-04-24,GOI_PSU,Central Government/ State Government(s),2620634630.0
ANDHRABANK,2019-06-30,GOI_PSU,Central Government/ State Government(s),2620634630.0
ANDHRABANK,2019-09-30,GOI_PSU,Central Government/ State Government(s),2620634630.0
ANDHRABANK,2019-12-31,GOI_PSU,Central Government/ State Government(s),2620634630.0
ANDHRABANK,2020-03-04,GOI_PSU,Central Government/ State Government(s),2731684046.0
APLAPOLLO,2014-03-31,Independent,,0.0
APLAPOLLO,2014-06-30,Independent,,0.0
APLAPOLLO,2014-09-30,Independent,,0.0
APLAPOLLO,2014-12-31,Independent,,0.0
APLAPOLLO,2015-03-31,Independent,,0.0
APLAPOLLO,2015-06-30,Independent,,0.0
APLAPOLLO,2015-09-30,Independent,,0.0
APLAPOLLO,2015-12-31,Independent,APL Infrastructure Pvt. Ltd.,8025187.0
APLAPOLLO,2016-03-31,Independent,APL Infrastructure Private Limited,8025187.0
APLAPOLLO,2016-06-30,Independent,APL Infrastructure Private Limited,8025187.0
APLAPOLLO,2016-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2016-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2017-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2017-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2017-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2017-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2018-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2018-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2018-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2018-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2019-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8025187.0
APLAPOLLO,2019-04-12,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8425187.0
APLAPOLLO,2019-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8425187.0
APLAPOLLO,2019-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8425187.0
APLAPOLLO,2019-10-28,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8925187.0
APLAPOLLO,2019-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8925187.0
APLAPOLLO,2020-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8925187.0
APLAPOLLO,2020-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8925187.0
APLAPOLLO,2020-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,8925187.0
APLAPOLLO,2020-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,43500935.0
APLAPOLLO,2021-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,40500935.0
APLAPOLLO,2021-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,40500935.0
APLAPOLLO,2021-09-20,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,81001870.0
APLAPOLLO,2021-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,81001870.0
APLAPOLLO,2021-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2022-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2022-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2022-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2022-11-09,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2022-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2023-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,78000000.0
APLAPOLLO,2023-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,76860062.0
APLAPOLLO,2023-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,76860062.0
APLAPOLLO,2023-12-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,76860062.0
APLAPOLLO,2024-03-31,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,76860062.0
APLAPOLLO,2024-06-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,73860062.0
APLAPOLLO,2024-09-30,Independent,APL INFRASTRUCTURE PRIVATE LIMITED,73860062.0
APLAPOLLO,2024-12-31,Independent,S GUPTA HOLDING PRIVATE LIMITED,73860062.0
APLAPOLLO,2025-03-31,Independent,S GUPTA HOLDING PRIVATE LIMITED,73860062.0
APLAPOLLO,2025-06-30,Independent,S GUPTA HOLDING PRIVATE LIMITED,73860062.0
APLAPOLLO,2025-09-30,Independent,S GUPTA HOLDING PRIVATE LIMITED,73860062.0
APLAPOLLO,2025-12-31,Independent,S GUPTA HOLDING PRIVATE LIMITED,73860062.0
APLLTD,2014-03-31,Independent,,0.0
APLLTD,2014-06-30,Independent,,0.0
APLLTD,2014-09-30,Independent,,0.0
APLLTD,2014-12-31,Independent,,0.0
APLLTD,2015-03-31,Independent,,0.0
APLLTD,2015-06-30,Independent,,0.0
APLLTD,2015-09-30,Independent,,0.0
APLLTD,2016-03-31,Independent,Alembic Limited,55000000.0
APLLTD,2016-06-30,Independent,Alembic Limited,55000000.0
APLLTD,2016-09-30,Independent,Alembic Limited,55000000.0
APLLTD,2016-12-31,Independent,Body Corporate,125037190.0
APLLTD,2017-03-31,Independent,Body Corporate,125036290.0
APLLTD,2017-06-30,Independent,Body Corporate,125036290.0
APLLTD,2017-09-30,Independent,Body Corporate,125036290.0
APLLTD,2017-12-31,Independent,Body Corporate,125036290.0
APLLTD,2018-03-31,Independent,Alembic Limited,55471208.0
APLLTD,2018-06-30,Independent,Alembic Limited,55541528.0
APLLTD,2018-09-30,Independent,Alembic Limited,55541528.0
APLLTD,2018-12-31,Independent,Alembic Limited,55541528.0
APLLTD,2019-03-31,Independent,Alembic Limited,55551528.0
APLLTD,2019-06-30,Independent,Alembic Limited,55551528.0
APLLTD,2019-09-30,Independent,Nirayu  Pvt  Limited,70035435.0
APLLTD,2019-12-31,Independent,Nirayu Limited,70035435.0
APLLTD,2020-03-31,Independent,Nirayu Limited,70035435.0
APLLTD,2020-06-30,Independent,Nirayu Limited,70035435.0
APLLTD,2020-08-07,Independent,Nirayu Limited,70035435.0
APLLTD,2020-09-30,Independent,Nirayu Limited,70035435.0
APLLTD,2020-12-31,Independent,Nirayu Limited,70035435.0
APLLTD,2021-03-31,Independent,Nirayu Limited,70035435.0
APLLTD,2021-06-30,Independent,Nirayu Limited,70035435.0
APLLTD,2021-09-30,Independent,Nirayu Limited,70035435.0
APLLTD,2021-12-31,Independent,Nirayu Limited,70035435.0
APLLTD,2022-03-31,Independent,Nirayu Limited,70035435.0
APLLTD,2022-06-30,Independent,Nirayu Limited,70035435.0
APLLTD,2022-09-30,Independent,Nirayu Limited,70035435.0
APLLTD,2022-12-31,Independent,Nirayu Limited,70035435.0
APLLTD,2023-03-31,Independent,Nirayu Limited,70035435.0
APLLTD,2023-06-30,Independent,Nirayu Limited,70035435.0
APLLTD,2023-09-30,Independent,Nirayu Limited,70035435.0
APLLTD,2023-12-31,Independent,Nirayu Limited,70035435.0
APLLTD,2024-03-31,Independent,Nirayu Limited,70035435.0
APLLTD,2024-06-30,Independent,Nirayu Limited,70035435.0
APLLTD,2024-09-30,Independent,Nirayu Limited,70035435.0
APLLTD,2024-12-31,Independent,Nirayu Limited,70035435.0
APLLTD,2025-03-31,Independent,Nirayu Limited,70047035.0
APLLTD,2025-06-30,Independent,Nirayu Limited,70055700.0
APLLTD,2025-09-30,Independent,Nirayu Private Limited,70070700.0
APLLTD,2025-12-31,Independent,Nirayu Private Limited,70070700.0
APOLLOHOSP,2014-03-31,Independent,,0.0
APOLLOHOSP,2014-06-30,Independent,,0.0
APOLLOHOSP,2014-09-30,Independent,,0.0
APOLLOHOSP,2014-12-31,Independent,,0.0
APOLLOHOSP,2015-03-31,Independent,,0.0
APOLLOHOSP,2015-06-30,Independent,,0.0
APOLLOHOSP,2015-09-30,Independent,,0.0
APOLLOHOSP,2015-12-31,Independent,PCR INVESTMENTS LIMITED,27223124.0
APOLLOHOSP,2016-03-31,Independent,CORPORATE BODY,27237924.0
APOLLOHOSP,2016-06-30,Independent,CORPORATE BODY,27237924.0
APOLLOHOSP,2016-09-30,Independent,CORPORATE BODY,27237924.0
APOLLOHOSP,2016-12-31,Independent,Body Corporate,27237924.0
APOLLOHOSP,2017-03-31,Independent,Body Corporate,27237924.0
APOLLOHOSP,2017-06-30,Independent,Body Corporate,27237924.0
APOLLOHOSP,2017-09-30,Independent,Body Corporate,27270624.0
APOLLOHOSP,2017-12-31,Independent,Body Corporate,27278724.0
APOLLOHOSP,2018-03-31,Independent,PCR INVESTMENTS,27223124.0
APOLLOHOSP,2018-06-30,Independent,PCR INVESTMENTS,27223124.0
APOLLOHOSP,2018-09-30,Independent,PCR INVESTMENTS,27223124.0
APOLLOHOSP,2018-12-31,Independent,PCR INVESTMENTS,27223124.0
APOLLOHOSP,2019-03-31,Independent,PCR INVESTMENTS,27223124.0
APOLLOHOSP,2019-06-30,Independent,PCR INVESTMENTS,27223124.0
APOLLOHOSP,2019-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2019-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2020-03-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2020-06-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2020-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2020-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2021-01-23,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2021-03-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2021-06-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2021-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2021-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2022-03-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2022-06-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2022-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2022-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2023-03-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2023-06-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2023-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2023-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2024-03-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2024-06-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2024-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2024-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2025-03-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2025-06-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2025-09-30,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOHOSP,2025-12-31,Independent,M/s. PCR Investments Ltd,27223124.0
APOLLOTYRE,2014-03-31,Independent,,0.0
APOLLOTYRE,2014-06-30,Independent,,0.0
APOLLOTYRE,2014-09-30,Independent,,0.0
APOLLOTYRE,2014-12-31,Independent,,0.0
APOLLOTYRE,2015-03-31,Independent,,0.0
APOLLOTYRE,2015-06-30,Independent,,0.0
APOLLOTYRE,2015-09-30,Independent,,0.0
APOLLOTYRE,2015-12-31,Independent,NEERAJ CONSULTANTS PVT LTD,42508142.0
APOLLOTYRE,2016-03-31,Independent,NEERAJ CONSULTANTS PVT LTD,42508142.0
APOLLOTYRE,2016-06-30,Independent,NEERAJ CONSULTANTS PVT LTD,42508142.0
APOLLOTYRE,2016-09-30,Independent,Body Corporates,216949951.0
APOLLOTYRE,2016-12-31,Independent,Body Corporate,216949951.0
APOLLOTYRE,2017-03-31,Independent,Body Corporate,221056732.0
APOLLOTYRE,2017-06-30,Independent,Body Corporate,221856732.0
APOLLOTYRE,2017-09-30,Independent,Body Corporate,221856732.0
APOLLOTYRE,2017-10-10,Independent,NEERAJ CONSULTANTS PVT LTD,72138999.0
APOLLOTYRE,2017-12-31,Independent,Body Corporate,222716712.0
APOLLOTYRE,2018-03-31,Independent,NEERAJ CONSULTANTS PVT LTD,73827161.0
APOLLOTYRE,2018-06-30,Independent,NEERAJ CONSULTANTS PVT LTD,73827161.0
APOLLOTYRE,2018-09-30,Independent,NEERAJ CONSULTANTS PVT LTD,73827161.0
APOLLOTYRE,2018-12-31,Independent,NEERAJ CONSULTANTS PVT LTD,73827161.0
APOLLOTYRE,2019-03-31,Independent,NEERAJ CONSULTANTS PVT LTD,73827161.0
APOLLOTYRE,2019-06-30,Independent,Neeraj Consultants Pvt. Ltd,73827161.0
APOLLOTYRE,2019-09-30,Independent,Neeraj Consultants Pvt Ltd.,73827161.0
APOLLOTYRE,2019-12-31,Independent,Neeraj Consultants Pvt Ltd.,73827161.0
APOLLOTYRE,2020-03-31,Independent,Neeraj Consultants Pvt Ltd.,73827161.0
APOLLOTYRE,2020-06-30,Independent,Neeraj Consultants Pvt Ltd.,73827161.0
APOLLOTYRE,2020-09-30,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,130293784.0
APOLLOTYRE,2020-12-05,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,130293784.0
APOLLOTYRE,2020-12-31,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,130293784.0
APOLLOTYRE,2021-03-31,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,128393784.0
APOLLOTYRE,2021-06-30,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,128393784.0
APOLLOTYRE,2021-09-30,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,126593324.0
APOLLOTYRE,2021-12-31,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,126593324.0
APOLLOTYRE,2022-03-31,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,126593324.0
APOLLOTYRE,2022-06-30,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,126593324.0
APOLLOTYRE,2022-09-30,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,126593324.0
APOLLOTYRE,2022-12-31,Independent,Sunrays Properties & Investment Co. Pvt Ltd.,126593324.0
APOLLOTYRE,2023-03-31,Independent,Sunrays Properties & Investment Co. Pvt. Ltd,125613324.0
APOLLOTYRE,2023-06-30,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202184076.0
APOLLOTYRE,2023-09-30,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202184076.0
APOLLOTYRE,2023-12-31,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202184076.0
APOLLOTYRE,2024-03-31,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202284076.0
APOLLOTYRE,2024-06-30,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202284076.0
APOLLOTYRE,2024-09-30,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202284076.0
APOLLOTYRE,2024-12-31,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202284076.0
APOLLOTYRE,2025-03-31,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202284076.0
APOLLOTYRE,2025-06-30,Independent,Sunrays Properties & Investment Co. Pvt. Ltd.,202284076.0
APOLLOTYRE,2025-09-30,Independent,SUNRAYS PROPERTIES AND INVESTMENT COMPANY PVT LTD,202284076.0
APOLLOTYRE,2025-12-31,Independent,SUNRAYS PROPERTIES & INVESTMENT CO. PVT. LTD.,202284076.0
ARVIND,2014-03-31,Independent,,0.0
ARVIND,2014-06-30,Independent,,0.0
ARVIND,2014-09-30,Independent,,0.0
ARVIND,2014-12-31,Independent,,0.0
ARVIND,2015-03-31,Independent,,0.0
ARVIND,2015-06-30,Independent,,0.0
ARVIND,2015-09-30,Independent,,0.0
ARVIND,2016-03-31,Independent,Sanjaybhai Shrenikbhai Lalbhai,811564.0
ARVIND,2016-06-30,Independent,Aura Securities Private Limited,97362310.0
ARVIND,2016-09-30,Independent,Aura Securities Private Limited,97362310.0
ARVIND,2016-12-31,Independent,Body Corporate,111913049.0
ARVIND,2017-03-31,Independent,Body Corporate,110922549.0
ARVIND,2017-06-30,Independent,Body Corporate,110922549.0
ARVIND,2017-09-30,Independent,Body Corporate,110922549.0
ARVIND,2017-12-31,Independent,Body Corporate,110922549.0
ARVIND,2018-03-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2018-06-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2018-09-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2018-12-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2019-03-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2019-06-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2019-09-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2019-12-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2020-03-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2020-06-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2020-09-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2020-12-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2021-03-31,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2021-06-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2021-09-30,Independent,Aura Securities Private Limited,95561810.0
ARVIND,2021-12-31,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2022-03-31,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2022-06-30,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2022-09-30,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2022-12-31,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2023-03-31,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2023-06-30,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2023-09-30,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2023-12-31,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2024-03-31,Independent,Aura Securities Private Limited,93730590.0
ARVIND,2024-06-30,Independent,Aura Securities Private Limited,89730590.0
ARVIND,2024-09-30,Independent,Aura Securities Private Limited,89730590.0
ARVIND,2024-12-31,Independent,Aura Securities Private Limited,89730590.0
ARVIND,2025-03-31,Independent,Aura Securities Private Limited,89730590.0
ARVIND,2025-06-30,Independent,Aura Securities Private Limited,89730590.0
ARVIND,2025-09-30,Independent,Aura Securities Private Limited,89730590.0
ARVIND,2025-12-31,Independent,Aura Securities Private Limited,89730590.0
ASHOKLEY,2014-03-31,Independent,,0.0
ASHOKLEY,2014-06-30,Independent,,0.0
ASHOKLEY,2014-07-04,Independent,,0.0
ASHOKLEY,2014-09-30,Independent,,0.0
ASHOKLEY,2014-12-31,Independent,,0.0
ASHOKLEY,2015-03-31,Independent,,0.0
ASHOKLEY,2015-06-30,Independent,,0.0
ASHOKLEY,2015-09-30,Independent,,0.0
ASHOKLEY,2016-03-31,Independent,CORPORATE BODY -FOREIGN BODY,959742835.0
ASHOKLEY,2016-06-30,Independent,CORPORATE BODY -FOREIGN BODY,959742835.0
ASHOKLEY,2016-09-30,Independent,CORPORATE BODY -FOREIGN BODY,959742835.0
ASHOKLEY,2016-12-31,Independent,Hinduja Automotive Limited,959742835.0
ASHOKLEY,2017-03-31,Independent,Hinduja Automotive Limited- Corporate Body - Foreign Body,959742835.0
ASHOKLEY,2017-06-13,Independent,Body Corporate,965668678.0
ASHOKLEY,2017-06-30,Independent,Body Corporate,965668678.0
ASHOKLEY,2017-09-30,Independent,Body Corporate,965668678.0
ASHOKLEY,2017-12-31,Independent,Hinduja Automotive Limited- Corporate Body - Foreign Body,1019428678.0
ASHOKLEY,2018-03-31,Independent,Hinduja Automotive Limited- Corporate Body - Foreign Body,1019428678.0
ASHOKLEY,2018-06-30,Independent,Hinduja Automotive Limited- Corporate Body - Foreign Body,1019428678.0
ASHOKLEY,2018-09-30,Independent,Hinduja Automotive Limited- Corporate Body - Foreign Body,1019428678.0
ASHOKLEY,2018-12-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2019-03-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2019-06-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2019-09-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2019-12-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2020-03-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2020-06-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2020-09-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2020-12-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2021-03-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2021-06-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2021-09-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2021-12-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2022-03-31,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2022-06-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
ASHOKLEY,2022-09-30,Independent,HINDUJA AUTOMOTIVE LIMITED,1019428678.0
