Ticker,Quarter_End,Promoter_Group,Dominant_Promoter_Entity,Dominant_Promoter_Shares
360ONE,2019-09-18,Independent,Nirmal Bhanwarlal Jain,6628856.0
360ONE,2019-09-30,Independent,Nirmal Bhanwarlal Jain,6628856.0
360ONE,2019-12-31,Independent,Nirmal Bhanwarlal Jain,6628856.0
360ONE,2020-03-31,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2020-09-30,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2020-12-31,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2021-03-31,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2021-06-30,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2021-09-30,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2021-12-31,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2022-03-31,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2022-06-30,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2022-09-30,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2022-12-31,Independent,Nirmal Bhanwarlal Jain,6228856.0
360ONE,2023-03-03,Independent,Nirmal Bhanwarlal Jain,24915424.0
360ONE,2023-03-31,Independent,Nirmal Bhanwarlal Jain,24915424.0
360ONE,2023-06-30,Independent,Nirmal Bhanwarlal Jain,24915424.0
360ONE,2023-09-30,Independent,Nirmal Bhanwarlal Jain,24915424.0
360ONE,2023-12-31,Independent,Nirmal Bhanwarlal Jain,19915424.0
360ONE,2024-03-31,Independent,Nirmal Bhanwarlal Jain,19915424.0
360ONE,2024-06-30,Independent,Nirmal Bhanwarlal Jain,17915424.0
360ONE,2024-09-30,Independent,Nirmal Bhanwarlal Jain,17915424.0
360ONE,2024-10-29,Independent,Nirmal Bhanwarlal Jain,17915424.0
360ONE,2024-12-31,Independent,Nirmal Bhanwarlal Jain,17915424.0
360ONE,2025-03-31,Independent,Nirmal Bhanwarlal Jain,16415424.0
360ONE,2025-05-27,Independent,Yatin Shah,13425960.0
360ONE,2025-06-30,Independent,Yatin Shah,10742104.0
360ONE,2025-09-30,Independent,Yatin Shah,10742104.0
360ONE,2025-12-31,Independent,Yatin Shah,10699820.0
AARTIIND,2014-03-31,Independent,,0.0
AARTIIND,2014-06-30,Independent,,0.0
AARTIIND,2014-09-30,Independent,,0.0
AARTIIND,2014-12-31,Independent,,0.0
AARTIIND,2015-03-31,Independent,,0.0
AARTIIND,2015-06-30,Independent,,0.0
AARTIIND,2015-09-11,Independent,,0.0
AARTIIND,2015-09-30,Independent,,0.0
AARTIIND,2015-12-31,Independent,RAJENDRA VALLABHAJI GOGRI,3108801.0
AARTIIND,2016-03-31,Independent,RASHESH CHANDRAKANT GOGRI,6214118.0
AARTIIND,2016-06-30,Independent,Rashesh Chandrakant Gogri,6214118.0
AARTIIND,2016-09-30,Independent,Rashesh Chandrakant Gogri,5937566.0
AARTIIND,2016-12-31,Independent,Rashesh Chandrakant Gogri,5848307.0
AARTIIND,2017-03-31,Independent,Chandrakant Vallabhaji Gogri,7404834.0
AARTIIND,2017-06-30,Independent,Chandrakant Vallabhaji Gogri,7758051.0
AARTIIND,2017-09-30,Independent,Chandrakant Vallabhaji Gogri,7758051.0
AARTIIND,2017-12-31,Independent,Chandrakant Vallabhaji Gogri,7747899.0
AARTIIND,2018-03-31,Independent,Rashesh Chandrakant Gogri,5334404.0
AARTIIND,2018-06-30,Independent,Rashesh Chandrakant Gogri,5334404.0
AARTIIND,2018-09-30,Independent,Rashesh Chandrakant Gogri,5334404.0
AARTIIND,2018-12-31,Independent,Rashesh Chandrakant Gogri,5334404.0
AARTIIND,2019-03-23,Independent,Rashesh Chandrakant Gogri,5334404.0
AARTIIND,2019-03-31,Independent,Jaya Chandrakant Gogri,3994494.0
AARTIIND,2019-06-30,Independent,Jaya Chandrakant Gogri,3994494.0
AARTIIND,2019-07-08,Independent,Jaya Chandrakant Gogri,3994494.0
AARTIIND,2019-09-30,Independent,Rashesh Chandrakant Gogri,3834404.0
AARTIIND,2019-10-01,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2019-12-31,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2020-03-31,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2020-06-30,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2020-09-30,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2020-12-31,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2021-03-31,Independent,Rashesh Chandrakant Gogri,7668808.0
AARTIIND,2021-06-24,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2021-06-30,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2021-09-30,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2021-12-31,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2022-03-31,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2022-06-30,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2022-09-30,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2022-12-31,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2023-03-31,Independent,Rashesh Chandrakant Gogri,15337616.0
AARTIIND,2023-06-30,Independent,Rashesh Chandrakant Gogri,14987616.0
AARTIIND,2023-09-30,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2023-12-31,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2024-03-31,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2024-06-30,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2024-09-30,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2024-12-31,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2025-03-31,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2025-06-30,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2025-09-30,Independent,Rashesh Chandrakant Gogri,14837616.0
AARTIIND,2025-12-31,Independent,Rashesh Chandrakant Gogri,14837616.0
ABB,2014-03-31,Independent,,0.0
ABB,2014-06-30,Independent,,0.0
ABB,2014-09-30,Independent,,0.0
ABB,2014-12-31,Independent,,0.0
ABB,2015-03-31,Independent,,0.0
ABB,2015-06-30,Independent,,0.0
ABB,2015-09-30,Independent,,0.0
ABB,2015-12-31,Independent,ABB Asea Brown Boveri Ltd.,146390951.0
ABB,2016-03-31,Independent,ABB Asea Brown Boveri Limited,146390951.0
ABB,2016-06-30,Independent,ABB Asea Brown Boveri Limited,146390951.0
ABB,2016-09-30,Independent,ABB Asea Brown Boveri Limited,146390951.0
ABB,2016-12-31,Independent,Body Corporate,158931281.0
ABB,2017-03-31,Independent,Body Corporate,158931281.0
ABB,2017-06-30,Independent,Body Corporate,158931281.0
ABB,2017-09-30,Independent,Body Corporate,158931281.0
ABB,2017-12-31,Independent,Body Corporate,158931281.0
ABB,2018-03-31,Independent,ABBASEA BROWN BOVERI LTD,146390951.0
ABB,2018-06-30,Independent,ABB ASEA BROWN BOVERI LTD,146390951.0
ABB,2018-09-30,Independent,ABBASEA BROWN BOVERI LTD,146390951.0
ABB,2018-12-31,Independent,ABBASEA BROWN BOVERI LTD,158931281.0
ABB,2019-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2019-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2019-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2019-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2020-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2020-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2020-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2020-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2021-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2021-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2021-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2021-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2022-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2022-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2022-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2022-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2023-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2023-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2023-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2023-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2024-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2024-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2024-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2024-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2025-03-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2025-06-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2025-09-30,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABB,2025-12-31,Independent,ABB Asea Brown Boveri Limited,158931281.0
ABBOTINDIA,2014-03-31,Independent,,0.0
ABBOTINDIA,2014-06-30,Independent,,0.0
ABBOTINDIA,2014-09-30,Independent,,0.0
ABBOTINDIA,2014-12-31,Independent,,0.0
ABBOTINDIA,2015-03-31,Independent,,0.0
ABBOTINDIA,2015-06-30,Independent,,0.0
ABBOTINDIA,2015-09-30,Independent,,0.0
ABBOTINDIA,2016-03-31,Independent,BODY CORPORATE,15934048.0
ABBOTINDIA,2016-06-30,Independent,BODY CORPORATE,15934048.0
ABBOTINDIA,2016-09-30,Independent,BODY CORPORATE,15934048.0
ABBOTINDIA,2016-12-31,Independent,Other,15934048.0
ABBOTINDIA,2017-03-31,Independent,Other,15934048.0
ABBOTINDIA,2017-06-30,Independent,Body Corporate,15934048.0
ABBOTINDIA,2017-09-30,Independent,Other,15934048.0
ABBOTINDIA,2017-12-31,Independent,Body Corporate,15934048.0
ABBOTINDIA,2018-03-31,Independent,Other,15934048.0
ABBOTINDIA,2018-06-30,Independent,Other,15934048.0
ABBOTINDIA,2018-09-30,Independent,ABBOTT CAPITAL INDIA LIMITED,10719097.0
ABBOTINDIA,2018-12-31,Independent,ABBOTT CAPITAL INDIA LIMITED,10719097.0
ABCAPITAL,2017-08-31,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2017-09-30,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2017-12-31,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2018-03-31,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2018-06-30,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2018-09-30,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2018-12-31,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2019-03-31,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2019-06-30,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2019-09-30,Birla,GRASIM INDUSTRIES LIMITED,1232240000.0
ABCAPITAL,2019-10-16,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2019-12-31,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2020-02-27,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2020-03-31,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2020-06-30,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2020-09-30,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2020-12-31,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2021-03-31,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2021-06-30,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2021-09-30,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2021-12-31,Birla,Grasim Industries Limited,1309240000.0
ABCAPITAL,2022-03-31,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2022-06-30,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2022-09-30,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2022-12-31,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2023-03-31,Birla,GRASIM INDUSTRIES LIMITED,1309240000.0
ABCAPITAL,2023-06-26,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2023-06-30,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2023-09-30,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2023-12-31,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2024-03-31,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2024-06-30,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2024-09-30,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2024-12-31,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2025-03-31,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2025-06-30,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2025-09-30,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABCAPITAL,2025-12-31,Birla,GRASIM INDUSTRIES LIMITED,1369809351.0
ABFRL,2014-03-31,Independent,,0.0
ABFRL,2014-06-30,Independent,,0.0
ABFRL,2014-09-30,Independent,,0.0
ABFRL,2014-12-31,Independent,,0.0
ABFRL,2015-03-31,Independent,,0.0
ABFRL,2015-06-30,Independent,,0.0
ABFRL,2015-09-30,Independent,,0.0
ABFRL,2016-01-27,Birla,Hindalco Industries Limited,44982142.0
ABFRL,2016-03-31,Birla,Aditya Birla Nuvo Limited,69982370.0
ABFRL,2016-06-30,Birla,Aditya Birla Nuvo Limited,69982370.0
ABFRL,2016-09-30,Birla,Aditya Birla Nuvo Limited,69982370.0
ABFRL,2016-12-31,Birla,Aditya Birla Nuvo Limited,69982370.0
ABFRL,2017-03-31,Birla,Aditya Birla Nuvo Limited,69982370.0
ABFRL,2017-06-30,Birla,Aditya Birla Nuvo Limited,69982370.0
ABFRL,2017-09-30,Birla,Grasim Industries Ltd,87380613.0
ABFRL,2017-12-31,Birla,Grasim Industries Ltd.,87380613.0
ABFRL,2018-03-31,Birla,Grasim Industries Ltd.,87380613.0
ABFRL,2018-06-30,Birla,Grasim Industries Limited,87380613.0
ABFRL,2018-09-30,Birla,Grasim Industries Ltd.,87380613.0
ABFRL,2018-12-31,Birla,Grasim Industries Limited,87380613.0
ABFRL,2019-03-31,Birla,Grasim Industries Limited,87380613.0
ABFRL,2019-06-30,Birla,Grasim Industries Limited,87380613.0
ABFRL,2019-09-30,Birla,Birla Group Holdings Private Limited,171506727.0
ABFRL,2019-12-31,Birla,Birla Group Holdings Private Limited,171506727.0
ABFRL,2020-03-31,Birla,Birla Group Holdings Private Limited,171506727.0
ABFRL,2020-06-30,Birla,Birla Group Holdings Private Limited,171506727.0
ABFRL,2020-07-28,Birla,Birla Group Holdings Private Limited,171529847.0
ABFRL,2020-09-30,Birla,Birla Group Holdings Private Limited,171529847.0
ABFRL,2020-12-31,Birla,Birla Group Holdings Private Limited,171529847.0
ABFRL,2021-01-28,Birla,Birla Group Holdings Private Limited,171529847.0
ABFRL,2021-02-15,Birla,Birla Group Holdings Private Limited,171541407.0
ABFRL,2021-03-31,Birla,Birla Group Holdings Private Limited,171541407.0
ABFRL,2021-06-30,Birla,Birla Group Holdings Private Limited,171541407.0
ABFRL,2021-08-23,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2021-09-30,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2021-12-31,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2022-03-31,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2022-06-30,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2022-09-30,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2022-12-31,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2023-03-31,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2023-06-30,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2023-09-30,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2023-12-31,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2024-03-11,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2024-03-31,Birla,Birla Group Holdings Private Limited,171552967.0
ABFRL,2024-06-30,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2024-09-05,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2024-09-30,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2024-12-31,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2025-01-21,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2025-02-24,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2025-03-31,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2025-06-30,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2025-09-30,Birla,Birla Group Holdings Private Limited,236619965.0
ABFRL,2025-12-31,Birla,Birla Group Holdings Private Limited,212354965.0
ABIRLANUVO,2014-03-31,Independent,,0.0
ABIRLANUVO,2014-06-30,Independent,,0.0
ABIRLANUVO,2014-09-30,Independent,,0.0
ABIRLANUVO,2014-12-31,Independent,,0.0
ABIRLANUVO,2015-03-31,Independent,,0.0
ABIRLANUVO,2015-06-30,Independent,,0.0
ABIRLANUVO,2015-09-30,Independent,,0.0
ABIRLANUVO,2015-12-31,Birla,HINDALCO INDUSTRIES LIMITED,8650412.0
ABIRLANUVO,2016-03-31,Birla,HINDALCO INDUSTRIES LIMITED,8650412.0
ABIRLANUVO,2016-06-30,Birla,HINDALCO INDUSTRIES LIMITED,8650412.0
ABIRLANUVO,2016-09-30,Birla,HINDALCO INDUSTRIES LIMITED,8650412.0
ABIRLANUVO,2016-12-31,Birla,HINDALCO INDUSTRIES LIMITED,8650412.0
ABIRLANUVO,2017-03-31,Birla,HINDALCO INDUSTRIES LIMITED,8650412.0
ACC,2014-03-31,Independent,,0.0
ACC,2014-06-30,Independent,,0.0
ACC,2014-09-30,Independent,,0.0
ACC,2014-12-31,Independent,,0.0
ACC,2015-03-31,Independent,,0.0
ACC,2015-06-30,Independent,,0.0
ACC,2015-09-30,Independent,,0.0
ACC,2016-03-31,Independent,Holcim (India) Private Limited,93888120.0
ACC,2016-06-30,Independent,Holcim (India) Private Limited,93984120.0
ACC,2016-09-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2016-12-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2017-03-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2017-06-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2017-09-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2017-12-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2018-03-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2018-06-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2018-09-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2018-12-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2019-03-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2019-06-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2019-09-30,Independent,Ambuja Cements Limited,93984210.0
ACC,2019-12-31,Independent,Ambuja Cements Limited,93984210.0
ACC,2020-03-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2020-06-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2020-09-30,Independent,Ambuja Cements Limited,93984120.0
ACC,2020-12-31,Independent,Ambuja Cements Limited,93984120.0
ACC,2021-03-31,Independent,AMBUJA CEMENTS LIMITED,93984120.0
ACC,2021-06-30,Independent,AMBUJA CEMENTS LIMITED,93984120.0
ACC,2021-09-30,Independent,AMBUJA CEMENTS LIMITED,93984120.0
ACC,2021-12-31,Independent,AMBUJA CEMENTS LIMITED,93984120.0
ACC,2022-03-31,Independent,AMBUJA CEMENTS LIMITED,93984120.0
ACC,2022-06-30,Independent,AMBUJA CEMENTS LIMITED,93984120.0
ACC,2022-09-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4051465.0
ACC,2022-12-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2023-03-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2023-06-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2023-09-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2023-12-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2024-03-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2024-06-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2024-09-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2024-12-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2025-03-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2025-06-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2025-09-30,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ACC,2025-12-31,Adani,ENDEAVOUR TRADE AND INVESTMENT LIMITED,4061807.0
ADANIENT,2014-03-31,Independent,,0.0
ADANIENT,2014-06-30,Independent,,0.0
ADANIENT,2014-09-30,Independent,,0.0
ADANIENT,2014-12-31,Independent,,0.0
ADANIENT,2015-03-31,Independent,,0.0
ADANIENT,2015-06-30,Independent,,0.0
ADANIENT,2015-09-30,Independent,,0.0
ADANIENT,2015-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2016-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2016-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2016-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2016-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2017-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2017-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2017-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on of behalf S. B. Adani Family Trust),621197910.0
ADANIENT,2017-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2018-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2018-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2018-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2018-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2019-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2019-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2019-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2020-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2020-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2020-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2021-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2021-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2021-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2021-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2022-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2022-05-12,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),621197910.0
ADANIENT,2022-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),630034660.0
ADANIENT,2022-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),630034660.0
ADANIENT,2022-12-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),630034660.0
ADANIENT,2023-03-31,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),591333492.0
ADANIENT,2023-06-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),573333492.0
ADANIENT,2023-09-30,Adani,Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),573333492.0
ADANIENT,2023-12-31,Adani,Shri GautamS.Adani/Shri RajeshSAdani(onbehalfof S. B. Adani Family Trust),573333492.0
ADANIENT,2024-03-31,Adani,Gautambhai Shantilal Adani and Rajeshbhai Shantilal Adani (on behalf of S.B. Adani Family Trust,573333492.0
ADANIENT,2024-06-30,Adani,Gautambhai Shantilal Adani and Rajeshbhai Shantilal Adani (on behalf of S.B. Adani Family Trust,573333492.0
ADANIENT,2024-09-30,Adani,Gautambhai Shantilal Adani and Rajeshbhai Shantilal Adani (on behalf of S.B. Adani Family Trust,573333492.0
ADANIENT,2024-12-31,Adani,Gautambhai Shantilal Adani and Rajeshbhai Shantilal Adani (on behalf of S.B. Adani Family Trust,573333492.0
ADANIENT,2025-03-31,Adani,Gautambhai Shantilal Adani and Rajeshbhai Shantilal Adani (on behalf of S.B. Adani Family Trust,573333492.0
